Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
197.33333,3.771236,200.0,192.0,197.33333333333334,198.2381,6.1713996,200.0,172.0,198.23809523809524,0.003203638130798936,258798,21.75043797492981,,63
200.0,0.0,200.0,200.0,200.0,197.90475,9.37019,200.0,156.0,197.9047619047619,-0.016361646354198456,262954,22.092207193374634,,64
200.0,0.0,200.0,200.0,200.0,198.5238,6.601724,200.0,169.0,198.52380952380952,-0.00081348029198125,267123,22.43829607963562,,65
200.0,0.0,200.0,200.0,200.0,196.0,12.425014,200.0,153.0,196.0,-0.004811363760381937,271239,22.77925205230713,,66
200.0,0.0,200.0,200.0,200.0,199.28572,3.1943827,200.0,185.0,199.28571428571428,0.0013875184813514352,275424,23.12458610534668,,67
200.0,0.0,200.0,200.0,200.0,199.14285,3.8332598,200.0,182.0,199.14285714285714,0.00920470617711544,279606,23.469022035598755,,68
200.0,0.0,200.0,200.0,200.0,199.19048,3.6203008,200.0,183.0,199.1904761904762,0.007137739099562168,283789,23.809616088867188,,69
200.0,0.0,200.0,200.0,200.0,199.38095,2.7684653,200.0,187.0,199.38095238095238,-0.003607367631047964,287976,24.153441190719604,,70
200.0,0.0,200.0,200.0,200.0,198.57143,6.388766,200.0,170.0,198.57142857142858,0.004358947742730379,292146,24.495973110198975,,71
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0062523335218429565,296146,24.82725715637207,,72
200.0,0.0,200.0,200.0,200.0,199.4762,2.3425474,200.0,189.0,199.47619047619048,0.0014997690450400114,300335,25.17184805870056,,73
200.0,0.0,200.0,200.0,200.0,197.61905,8.676603,200.0,160.0,197.61904761904762,-0.005650505423545837,304485,25.51150918006897,,74
200.0,0.0,200.0,200.0,200.0,196.57143,15.333036,200.0,128.0,196.57142857142858,-2.3135842639021575e-05,308613,25.854033946990967,,75
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.001058851950801909,312613,26.19053316116333,,76
200.0,0.0,200.0,200.0,200.0,199.66667,1.4907119,200.0,193.0,199.66666666666666,0.004257154650986195,316806,26.540990114212036,,77
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.00034740258706733584,320806,26.871445178985596,,78
200.0,0.0,200.0,200.0,200.0,197.19048,12.564571,200.0,141.0,197.1904761904762,-0.0022969816345721483,324947,27.206157207489014,,79
200.0,0.0,200.0,200.0,200.0,196.38095,11.524202,200.0,148.0,196.38095238095238,-0.00027699890779331326,329071,27.55154323577881,,80
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,0.00024962748284451663,333071,27.88163423538208,,81
200.0,0.0,200.0,200.0,200.0,198.33333,3.3853092,200.0,189.0,198.33333333333334,0.006137036252766848,337236,28.227375268936157,,82
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.0011177044361829758,341236,28.561938047409058,,83
195.33333,6.5996633,200.0,186.0,195.33333333333334,193.61905,17.726698,200.0,136.0,193.61904761904762,-0.005899456329643726,345302,28.918243169784546,,84
200.0,0.0,200.0,200.0,200.0,194.38095,14.999925,200.0,133.0,194.38095238095238,-0.005319660529494286,349384,29.257156133651733,,85
183.0,24.04163,200.0,149.0,183.0,190.27272,29.514524,200.0,69.0,190.27272727272728,-0.014994565397500992,353570,29.63123321533203,,86
158.0,51.81377,200.0,85.0,158.0,182.04546,31.923882,200.0,87.0,182.04545454545453,-0.0030822951812297106,357575,29.98250126838684,,87
200.0,0.0,200.0,200.0,200.0,196.85715,14.055284,200.0,134.0,196.85714285714286,-0.016141582280397415,361709,30.323837995529175,,88
200.0,0.0,200.0,200.0,200.0,193.4762,23.243263,200.0,91.0,193.47619047619048,0.010924906469881535,365772,30.659138202667236,,89
191.0,6.97615,200.0,183.0,191.0,192.33333,18.455439,200.0,136.0,192.33333333333334,-0.005881450604647398,369811,30.998476028442383,,90
200.0,0.0,200.0,200.0,200.0,198.4762,4.0073633,200.0,184.0,198.47619047619048,-0.00440636370331049,373979,31.341119050979614,,91
200.0,0.0,200.0,200.0,200.0,193.7619,25.282978,200.0,81.0,193.76190476190476,0.0032359748147428036,378048,31.67856526374817,,92
200.0,0.0,200.0,200.0,200.0,191.38095,27.785704,200.0,80.0,191.38095238095238,-0.004019234329462051,382067,32.015406131744385,,93
200.0,0.0,200.0,200.0,200.0,193.38095,24.398432,200.0,86.0,193.38095238095238,-0.004625602159649134,386128,32.361371994018555,,94
200.0,0.0,200.0,200.0,200.0,198.66667,3.3428438,200.0,185.0,198.66666666666666,-0.01175602711737156,390300,32.70924210548401,,95
197.66667,3.2998316,200.0,193.0,197.66666666666666,194.71428,23.638432,200.0,89.0,194.71428571428572,-0.009009312838315964,394389,33.05998611450195,,96
200.0,0.0,200.0,200.0,200.0,196.42857,13.182137,200.0,139.0,196.42857142857142,0.001324714277870953,398514,33.39754509925842,,97
200.0,0.0,200.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,-0.005740074440836906,402514,33.73385500907898,,98
200.0,0.0,200.0,200.0,200.0,199.80952,0.85183537,200.0,196.0,199.8095238095238,-0.007853016257286072,406710,34.07706022262573,,99
