Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,80727,500.0,500,,,,,,
,,,,,80973,246.0,246,,,,,,
,,,,,81000,,,1.0136314630508423,53.13954162597656,53.06294250488281,16.929981231689453,0.02,0.0005
,,,,,81090,117.0,117,,,,,,
,,,,,81590,500.0,500,,,,,,
,,,,,81889,299.0,299,,,,,,
,,,,,82000,,,1.5064424276351929,52.53265380859375,52.382057189941406,19.497318267822266,0.02,0.0005
,,,,,82106,217.0,217,,,,,,
402.2,97.35174,500.0,229.0,402.2,82500,,,0.15084308385849,54.580745697021484,54.5832405090332,12.789938926696777,0.02,0.0005
,,,,,82606,500.0,500,,,,,,
,,,,,82789,183.0,183,,,,,,
,,,,,82933,144.0,144,,,,,,
,,,,,83000,,,0.4329138398170471,51.29500961303711,51.43909454345703,22.209823608398438,0.02,0.0005
,,,,,83433,500.0,500,,,,,,
,,,,,83569,136.0,136,,,,,,
,,,,,83750,181.0,181,,,,,,
,,,,,83887,137.0,137,,,,,,
,,,,,84000,,,1.0836127996444702,53.103370666503906,53.13538360595703,39.846595764160156,0.02,0.0005
,,,,,84017,130.0,130,,,,,,
,,,,,84141,124.0,124,,,,,,
,,,,,84272,131.0,131,,,,,,
,,,,,84417,145.0,145,,,,,,
,,,,,84917,500.0,500,,,,,,
173.5,109.286095,500.0,124.0,173.5,85000,,,2.2646310329437256,52.868011474609375,52.66685485839844,22.164241790771484,0.02,0.0005
,,,,,85417,500.0,500,,,,,,
,,,,,85550,133.0,133,,,,,,
,,,,,85679,129.0,129,,,,,,
,,,,,85810,131.0,131,,,,,,
,,,,,85944,134.0,134,,,,,,
,,,,,86000,,,0.6335547566413879,53.7520751953125,53.7692985534668,29.32811164855957,0.02,0.0005
,,,,,86102,158.0,158,,,,,,
,,,,,86250,148.0,148,,,,,,
,,,,,86386,136.0,136,,,,,,
,,,,,86507,121.0,121,,,,,,
,,,,,86618,111.0,111,,,,,,
,,,,,86746,128.0,128,,,,,,
,,,,,86882,136.0,136,,,,,,
,,,,,87000,,,1.2729796171188354,55.000946044921875,55.10327911376953,38.945404052734375,0.02,0.0005
,,,,,87026,144.0,144,,,,,,
,,,,,87153,127.0,127,,,,,,
,,,,,87272,119.0,119,,,,,,
,,,,,87409,137.0,137,,,,,,
178.3,45.338837,254.0,123.0,178.3,87500,,,1.1633381843566895,54.392608642578125,54.50485610961914,45.21376419067383,0.02,0.0005
,,,,,87554,145.0,145,,,,,,
,,,,,87678,124.0,124,,,,,,
,,,,,87783,105.0,105,,,,,,
,,,,,87914,131.0,131,,,,,,
,,,,,88000,,,0.4240759313106537,54.7167854309082,54.84012985229492,25.331594467163086,0.02,0.0005
,,,,,88023,109.0,109,,,,,,
,,,,,88164,141.0,141,,,,,,
,,,,,88331,167.0,167,,,,,,
,,,,,88369,38.0,38,,,,,,
,,,,,88539,170.0,170,,,,,,
,,,,,88725,186.0,186,,,,,,
,,,,,88868,143.0,143,,,,,,
,,,,,89000,,,4.137767314910889,53.798431396484375,53.6988410949707,56.82745361328125,0.02,0.0005
,,,,,89012,144.0,144,,,,,,
,,,,,89141,129.0,129,,,,,,
,,,,,89277,136.0,136,,,,,,
,,,,,89319,42.0,42,,,,,,
,,,,,89437,118.0,118,,,,,,
,,,,,89599,162.0,162,,,,,,
,,,,,89785,186.0,186,,,,,,
,,,,,89915,130.0,130,,,,,,
103.8,4.1904655,110.0,99.0,103.8,90000,,,0.8372296094894409,51.993717193603516,52.212059020996094,46.4986572265625,0.02,0.0005
,,,,,90064,149.0,149,,,,,,
,,,,,90203,139.0,139,,,,,,
,,,,,90280,77.0,77,,,,,,
,,,,,90428,148.0,148,,,,,,
,,,,,90560,132.0,132,,,,,,
,,,,,90719,159.0,159,,,,,,
,,,,,90879,160.0,160,,,,,,
,,,,,91000,,,0.20467057824134827,55.549461364746094,55.50822067260742,4.215419292449951,0.02,0.0005
,,,,,91035,156.0,156,,,,,,
,,,,,91223,188.0,188,,,,,,
,,,,,91392,169.0,169,,,,,,
,,,,,91537,145.0,145,,,,,,
,,,,,91709,172.0,172,,,,,,
,,,,,91858,149.0,149,,,,,,
,,,,,92000,,,3.9979283809661865,55.351924896240234,55.15498352050781,40.674346923828125,0.02,0.0005
,,,,,92037,179.0,179,,,,,,
,,,,,92218,181.0,181,,,,,,
,,,,,92357,139.0,139,,,,,,
162.2,11.634433,177.0,141.0,162.2,92500,,,0.22976639866828918,57.92306137084961,57.865840911865234,5.524083137512207,0.02,0.0005
,,,,,92518,161.0,161,,,,,,
,,,,,92653,135.0,135,,,,,,
,,,,,92800,147.0,147,,,,,,
,,,,,92954,154.0,154,,,,,,
,,,,,93000,,,0.3555936813354492,56.499141693115234,56.63665771484375,14.640426635742188,0.02,0.0005
,,,,,93127,173.0,173,,,,,,
,,,,,93265,138.0,138,,,,,,
,,,,,93403,138.0,138,,,,,,
,,,,,93560,157.0,157,,,,,,
,,,,,93718,158.0,158,,,,,,
,,,,,93896,178.0,178,,,,,,
,,,,,94000,,,0.82073974609375,53.265682220458984,53.35491943359375,38.42572021484375,0.02,0.0005
,,,,,94049,153.0,153,,,,,,
,,,,,94196,147.0,147,,,,,,
,,,,,94335,139.0,139,,,,,,
,,,,,94481,146.0,146,,,,,,
,,,,,94622,141.0,141,,,,,,
,,,,,94763,141.0,141,,,,,,
,,,,,94907,144.0,144,,,,,,
133.9,11.17542,160.0,122.0,133.9,95000,,,2.4498562812805176,55.44135284423828,55.29214859008789,94.26913452148438,0.02,0.0005
,,,,,95034,127.0,127,,,,,,
,,,,,95188,154.0,154,,,,,,
,,,,,95345,157.0,157,,,,,,
,,,,,95370,25.0,25,,,,,,
,,,,,95870,500.0,500,,,,,,
,,,,,96000,,,0.2034265100955963,57.46907424926758,57.56544876098633,5.964728832244873,0.02,0.0005
,,,,,96068,198.0,198,,,,,,
,,,,,96253,185.0,185,,,,,,
,,,,,96753,500.0,500,,,,,,
,,,,,97000,,,0.49816733598709106,57.356903076171875,57.40435028076172,33.09755325317383,0.02,0.0005
,,,,,97085,332.0,332,,,,,,
,,,,,97260,175.0,175,,,,,,
,,,,,97412,152.0,152,,,,,,
498.5,4.5,500.0,485.0,498.5,97500,,,0.7270723581314087,55.860084533691406,55.91921615600586,19.96842384338379,0.02,0.0005
,,,,,97908,496.0,496,,,,,,
,,,,,98000,,,0.37468385696411133,56.451683044433594,56.50678253173828,8.65602970123291,0.02,0.0005
,,,,,98178,270.0,270,,,,,,
,,,,,98678,500.0,500,,,,,,
,,,,,99000,,,0.4288822114467621,57.31266784667969,57.30358123779297,7.129429340362549,0.02,0.0005
,,,,,99178,500.0,500,,,,,,
,,,,,99678,500.0,500,,,,,,
